model,fraction_percent,train_samples,n_runs,selected_epoch_mean,selected_epoch_std,stopped_epoch_mean,stopped_epoch_std,macro_roc_auc_mean,macro_roc_auc_std,micro_roc_auc_mean,micro_roc_auc_std,macro_average_precision_mean,macro_average_precision_std,micro_average_precision_mean,micro_average_precision_std
dinov2_linear_probe,5,3923,3,201.33333333333334,21.733231083604053,206.33333333333334,21.733231083604053,0.695314172160645,0.005589155777653953,0.8063015617055259,0.0038164109895399206,0.11230550816884026,0.0041722260565397245,0.19982517997911062,0.0034883668441327764
dinov2_linear_probe,10,7847,3,137.0,20.784609690826528,142.0,20.784609690826528,0.7198463533780654,0.00424745290620777,0.8164611327946587,0.0018843590794523739,0.12326060463498605,0.0024459483398635113,0.21344131937158647,0.0017051645940732206
dinov2_linear_probe,25,19617,3,75.66666666666667,7.023769168568493,80.66666666666667,7.023769168568493,0.7389490862377498,0.0028233322995672495,0.8236454728955834,0.0020347080690184412,0.1321233382573925,0.0019855792692572254,0.224003786855308,0.0033717143808850766
dinov2_linear_probe,50,39234,3,82.33333333333333,8.326663997864532,87.33333333333333,8.326663997864532,0.7517084715097915,0.0035199665067148322,0.82845670535663,0.0006728934631383364,0.14316787647518087,0.0019771107995370826,0.23212759274729935,0.0012123875080848503
dinov2_linear_probe,100,78468,3,61.666666666666664,4.509249752822894,66.66666666666667,4.509249752822894,0.7603156202729305,0.000270847762696131,0.8329083356262078,0.001241381252859849,0.15047855409308367,6.673225711803303e-06,0.23644350091119493,0.0026912943150323955
