epoch,train_loss,val_loss,macro_roc_auc,micro_roc_auc,macro_average_precision,micro_average_precision
43,0.16068237323265572,0.16175908121195706,0.7567872863055873,0.8323247485599888,0.14605195747036542,0.23568166831898896
44,0.16062649020126887,0.16218159821900455,0.7558273184817234,0.830946029186778,0.14699647548527234,0.23465687254408754
45,0.16059704028166732,0.16160745105960153,0.7567652259397046,0.8326253806144617,0.14745320007362062,0.2381679089368244
46,0.16028469375201634,0.16203014823523434,0.7572055353948246,0.8321204833131743,0.14753792061239507,0.23454814871609567
47,0.16045963764190674,0.16213705458424307,0.7573812139752693,0.8311751446959122,0.1478568688790405,0.23475414655398633
48,0.16041819480332462,0.16254981539466165,0.7574570463333851,0.8313000929834895,0.14768541699367477,0.23656425820128055
49,0.16024731215718505,0.16168632019649853,0.7576585219046006,0.8329062732835377,0.14760516664944928,0.23898144852621694
50,0.16028405919477537,0.16143380376425656,0.7581979068053215,0.8339565437781491,0.14768947670039664,0.23753911647557527
51,0.16024113301332896,0.16152273389426144,0.7576458842479408,0.833172523571879,0.14813770985022431,0.23803923505420452
52,0.1600770356206151,0.16225632483308966,0.757714914883146,0.8310785008634229,0.1486582958958651,0.23412141549406637
53,0.1600386407468226,0.1616221314126795,0.7579722870013671,0.8326110997532331,0.14972378662942334,0.23782952828717974
54,0.15994170114591524,0.16174573383548044,0.758272094578577,0.8321570972520698,0.15009948549215119,0.23758919783509602
55,0.16005969802280526,0.16170754486864264,0.7582707332902184,0.8324828969493592,0.1492773990320647,0.2377317275390625
